,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
305773,2019-05-28 07:27:18,180068353086472,"fraud_Turner, Ruecker and Parisian",misc_pos,8.02,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",1976-09-17,87a7b69f3a6c207e07cd998f42e5f55b,1338190038,34.612389,-117.792649,0
305774,2019-05-28 07:28:28,3591919803438423,"fraud_Rohan, White and Aufderhar",misc_net,8.62,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,cbfb5b3541afa4a0bab2a0df0782e527,1338190108,29.418033,-81.705972,0
305775,2019-05-28 07:30:59,2713913904780408,fraud_Torphy-Goyette,shopping_pos,8.26,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,19d48101b440db06a9b90c078447f6e4,1338190259,33.098876000000004,-92.39003000000001,0
305776,2019-05-28 07:32:01,4708992452821239,fraud_Koss and Sons,gas_transport,46.98,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,f7abda24ad0e4ff8f59bf417d0d0d747,1338190321,36.535072,-90.367099,0
305777,2019-05-28 07:32:32,4957924165498,fraud_Smith-Stokes,misc_pos,447.03,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,1955-12-04,091957989a13ddc7d2976f72391b2d98,1338190352,39.227464000000005,-101.829548,0
305778,2019-05-28 07:34:02,4599735407877245080,fraud_Huels-Hahn,gas_transport,71.59,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,f1e91b3391bca4bea66b3d4b5e88707f,1338190442,35.814341999999996,-89.080122,0
305779,2019-05-28 07:34:08,4169759661243568,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,79.87,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,2acf3f9326830ea8d15cabcd55b542ca,1338190448,40.655361,-76.781774,0
305780,2019-05-28 07:34:20,4255397449664185994,fraud_Hudson-Grady,shopping_pos,48.03,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,93255c71224ad084e35e520724c480d4,1338190460,32.081038,-96.995694,0
305781,2019-05-28 07:34:58,4048508450704760,"fraud_Moen, Reinger and Murphy",grocery_pos,96.41,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,44c0987d6ba98494e30c335b77d5b545,1338190498,41.16616,-98.17217,0
305782,2019-05-28 07:35:40,4512828414983801773,fraud_Marks Inc,gas_transport,52.73,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,55ff71b51bd29d79f61c96a197e01245,1338190540,38.946538000000004,-79.24974499999999,0
305783,2019-05-28 07:36:20,4935858973307492,fraud_Dickinson-Rempel,misc_pos,30.08,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,2cf0ad3d107e9527daf7917ba1e0f9d1,1338190580,33.037631,-82.989035,0
305784,2019-05-28 07:37:59,3554849923339851,fraud_Botsford Ltd,shopping_pos,3.51,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1948-05-01,12190922b482539a6952636f736491de,1338190679,36.359633,-96.756023,0
305785,2019-05-28 07:38:08,180046765320457,fraud_Hickle Group,shopping_pos,6.51,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,b2dca802d09e3ba17e87aaf1e1ce39f4,1338190688,41.089628000000005,-81.888965,0
305786,2019-05-28 07:38:30,4492491748959010,fraud_Auer-Mosciski,grocery_pos,93.63,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,1986-10-17,b0252a3e4d88ee97abf7ad88afdf06dd,1338190710,37.354562,-82.135796,0
305787,2019-05-28 07:38:33,5127412150261034,fraud_Bins-Rice,gas_transport,67.27,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,56b25e08b2b46cfe6fcae2f5db96ee85,1338190713,38.039786,-76.241592,0
305788,2019-05-28 07:39:11,3526826139003047,fraud_Thiel PLC,misc_pos,5.5,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,ab8e4ef00dccf9ed96e29fc2c6f47a17,1338190751,45.005447,-85.026653,0
305789,2019-05-28 07:39:12,36721445180895,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.14,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,7981787376fc913c68cd67de6381de77,1338190752,42.668337,-74.01021899999999,0
305790,2019-05-28 07:39:54,213102873001603,fraud_Flatley-Durgan,misc_net,6.77,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,639c824032162e861bf3b14f59e02a01,1338190794,44.59108,-124.604671,0
305791,2019-05-28 07:41:20,180049032966888,fraud_Koepp-Parker,grocery_pos,105.25,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,a349c007ebbf729fb00c04fc1c5c3475,1338190880,46.680602,-90.3481,0
305792,2019-05-28 07:42:39,2713913904780408,"fraud_Kerluke, Kertzmann and Wiza",misc_net,51.76,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,75e7d76e31ac9f3bc6e9522f02bd63ee,1338190959,31.755651,-91.576815,0
305793,2019-05-28 07:44:02,4716561796955522,"fraud_Jenkins, Hauck and Friesen",gas_transport,71.16,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,99fef33ed2627030f8869404e4158c1f,1338191042,48.676898,-112.31706899999999,0
305794,2019-05-28 07:45:21,4646845581490336108,fraud_Cole PLC,grocery_pos,205.59,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,40c00c3d3528dc6b697ad51b00f41804,1338191121,40.145322,-72.772914,0
305795,2019-05-28 07:46:47,4855488158131690372,fraud_Macejkovic-Lesch,shopping_pos,150.09,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,53d2314b98a9127d764d5161e55292cc,1338191207,43.500146,-71.730986,0
305796,2019-05-28 07:47:04,4683520018489354,fraud_Flatley-Durgan,misc_net,4.79,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,2a639c2c1e15a58e0bfaca6a4d164b54,1338191224,34.689768,-119.119047,0
305797,2019-05-28 07:47:26,4089096483689733451,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,35.55,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1983-10-14,fa6c47fa7242a861b707a77f75659e90,1338191246,32.936384000000004,-95.601496,0
305798,2019-05-28 07:48:19,4482427013979020,fraud_Kerluke-Abshire,shopping_net,2.85,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,edb2e9c0c39548ad457148004a2ab679,1338191299,37.891186,-81.320275,0
305799,2019-05-28 07:49:05,3597337756918966,fraud_Goldner-Lemke,entertainment,4.03,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1952-03-08,a63db86f3c3381b23582c6efedc48530,1338191345,38.785283,-76.466183,0
305800,2019-05-28 07:49:22,630423337322,fraud_Morar Inc,grocery_net,42.56,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,4dcefec08aa8541ce3c201d42037b80e,1338191362,49.803798,-119.091908,0
305801,2019-05-28 07:51:09,341283058448499,fraud_Hudson-Ratke,grocery_pos,167.06,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,efb9390f400356ad7e7158050108e7d9,1338191469,30.57837,-84.3887,0
305802,2019-05-28 07:52:17,6592861994408652,fraud_Hamill-Daugherty,misc_net,2.16,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,a44976551ec2fd533d30636c7bbf5ecb,1338191537,43.721294,-79.274731,0
305803,2019-05-28 07:53:12,3549202406645667,fraud_Mohr Inc,shopping_pos,8.06,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,49f4d752de30bb0d329d0de5482557ef,1338191592,43.174479999999996,-70.852522,0
305804,2019-05-28 07:56:21,213195754007681,fraud_Kerluke Inc,misc_net,7.79,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,1969-07-24,d5a5627c5744650fece913c71ee7b68e,1338191781,42.081906,-91.35807700000001,0
305805,2019-05-28 07:58:25,4767265376804500,"fraud_Okuneva, Schneider and Rau",shopping_pos,173.07,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,1961-06-19,a7a36d86a5e6fecb617779c3eeb3817f,1338191905,40.422771999999995,-74.470057,0
305806,2019-05-28 07:58:50,4128730454058057622,"fraud_Christiansen, Goyette and Schamberger",gas_transport,50.29,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,b846fcee60e218845e64eb2baa76fe29,1338191930,31.661478000000002,-94.078301,0
305807,2019-05-28 07:58:53,3568736585751727,"fraud_Ferry, Reichel and DuBuque",grocery_net,47.08,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,aa0ee6279b5d3db3588beae0e5b61097,1338191933,41.48491,-94.138193,0
305808,2019-05-28 08:00:09,2720012583106919,"fraud_Osinski, Ledner and Leuschke",grocery_pos,108.01,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,ef0c8cf2920739dcf1892f6464695737,1338192009,43.771384000000005,-103.042687,0
305809,2019-05-28 08:00:32,36890292963032,"fraud_Robel, Cummerata and Prosacco",gas_transport,72.18,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,debe8a143f5dc60e92386b7c3dc210d2,1338192032,32.951478,-81.294686,0
305810,2019-05-28 08:01:25,180067784565096,fraud_McGlynn-Heathcote,misc_net,4.89,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,9039dcd45458b53a28c42376937b244d,1338192085,42.858227,-87.97986,0
305811,2019-05-28 08:03:38,4725673654161314,"fraud_Parker, Nolan and Trantow",entertainment,60.31,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,4fbdb5e3dcf4f41311dce2795cf8e250,1338192218,40.170722999999995,-73.130269,0
305812,2019-05-28 08:04:28,6547670341037171,fraud_Nienow PLC,entertainment,37.38,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,1945-05-05,c4b80a196f72d410caa0a3f7d3318e1a,1338192268,39.526491,-74.82624200000001,0
305813,2019-05-28 08:05:09,6011504998544485,"fraud_Schaefer, Maggio and Daugherty",gas_transport,60.87,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,03c088fe656f57f62dab43a540fe926a,1338192309,32.685589,-86.46808100000001,0
305814,2019-05-28 08:06:37,3577578023716568,fraud_Herzog Ltd,misc_pos,13.42,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",1983-08-25,458bac77eb849dc6de20844048f349a8,1338192397,40.185311999999996,-80.148433,0
305815,2019-05-28 08:08:13,4862293128558,"fraud_Lind, Huel and McClure",gas_transport,37.61,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,71e1ec8060013d9999e44a4493f43ca8,1338192493,41.759183,-78.034909,0
305816,2019-05-28 08:08:20,676281772837,"fraud_Christiansen, Goyette and Schamberger",gas_transport,36.99,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,beb10958b346a12da1b2da9092eb84a1,1338192500,31.18487,-85.141136,0
305817,2019-05-28 08:08:29,4810839835482794272,"fraud_Schaefer, Maggio and Daugherty",gas_transport,44.15,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,8f12fe8f79db8c78e509a0f2fbeb487c,1338192509,36.725,-94.529996,0
305818,2019-05-28 08:09:19,375082648741747,fraud_Kling Inc,gas_transport,70.68,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,da4bf8ad26ab031ea431edb29812b48e,1338192559,47.309589,-97.183937,0
305819,2019-05-28 08:11:36,38295635583927,fraud_Paucek-Wiza,grocery_net,56.18,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,bd1309182e9714efda6ca777967526b6,1338192696,32.507422999999996,-100.296741,0
305820,2019-05-28 08:12:24,4223708906367574214,fraud_Herzog Ltd,misc_pos,40.64,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,c208cbd7e4802689a17912d04de5fd59,1338192744,38.281803000000004,-83.959535,0
305821,2019-05-28 08:13:09,581293083266,fraud_Schamberger-O'Keefe,grocery_pos,108.48,William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,1989-10-06,48764caaa6a74a4246ede9ed95b2e813,1338192789,36.478462,-98.909,0
305822,2019-05-28 08:14:24,6526955903501879,fraud_Cartwright-Harris,grocery_pos,84.96,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,b1754caf47220dcdb3ec75aa3d46ff1b,1338192864,25.448032,-82.182069,0
305823,2019-05-28 08:14:33,4260128500325,fraud_Friesen-Stamm,gas_transport,73.29,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,ea7d8fcff68af13087aff9e7e705fcaf,1338192873,37.46694,-81.863958,0
305824,2019-05-28 08:14:43,676372984911,fraud_Kunze Inc,grocery_pos,75.91,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,181c0fa8cba96e0bf9ee9fa52c7ee16c,1338192883,40.094946,-99.38556700000001,0
305825,2019-05-28 08:16:09,6011109736646996,fraud_Wiegand-Lowe,grocery_net,104.97,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,36f809eff118da431ddb26d14ec5bf96,1338192969,34.142875,-77.254463,0
305826,2019-05-28 08:16:41,3533177016567295,"fraud_Zieme, Bode and Dooley",gas_transport,44.19,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,0a6044047a6fe9cb6387e3b0d03d428b,1338193001,41.864278999999996,-96.394492,0
305827,2019-05-28 08:17:22,3561963695236764,"fraud_Boehm, Predovic and Reinger",misc_pos,40.93,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,92f19b3fcf5afa55d8cfc8f1c8c434a8,1338193042,41.145525,-71.952596,0
305828,2019-05-28 08:20:22,4500002361389,fraud_Emard Inc,gas_transport,102.24,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,f9c2c53ea721733b4b97f6019fcb0a57,1338193222,37.497822,-76.140202,0
305829,2019-05-28 08:20:23,373905417449658,fraud_Reynolds-Schinner,misc_pos,105.26,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929000000000002,-97.6443,2526,Phytotherapist,1970-11-12,61424c1285d4126ebd820b63250bc514,1338193223,32.036173,-98.068209,0
305830,2019-05-28 08:21:10,2222001896600109,"fraud_Jenkins, Hauck and Friesen",gas_transport,52.62,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,df4975b212bdd9dbba7df90bdee4504c,1338193270,39.189116999999996,-89.46980500000001,0
305831,2019-05-28 08:22:18,341283058448499,"fraud_Quitzon, Green and Bashirian",shopping_pos,7.15,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,3146b465f8eea8f0916513eb870ee5d2,1338193338,30.620593,-84.309119,0
305832,2019-05-28 08:23:51,4538566639857,fraud_Stamm-Rodriguez,misc_pos,101.3,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74.0,13835,"Programmer, multimedia",1967-05-28,52ef581d8af75ff771b28e85315f48c5,1338193431,41.421533000000004,-74.40390500000001,0
305833,2019-05-28 08:24:24,348789608637806,fraud_Heidenreich PLC,grocery_pos,135.21,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,1dbd9905b2570c36947f9130b32757c0,1338193464,40.261909,-98.071309,0
305834,2019-05-28 08:24:57,4181833256558613886,fraud_Murray-Smitham,grocery_pos,76.69,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,2d9a16a98a0fb51fc6227859c373ec7f,1338193497,36.594239,-105.98443,0
305835,2019-05-28 08:25:22,571844099986,"fraud_Langworth, Boehm and Gulgowski",shopping_net,212.71,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,f50e723caf3eaf1d26e8b3ae7fede9f5,1338193522,37.951394,-85.509819,0
305836,2019-05-28 08:25:30,3576431665303017,"fraud_Ferry, Lynch and Kautzer",misc_net,54.11,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,2a235f2058041dca5e975f3a2bb29fac,1338193530,34.088131,-111.71896299999999,0
305837,2019-05-28 08:27:42,36913587729122,fraud_Brown PLC,misc_net,6.84,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,f92bd5b3d77cb531fd5de5ac505b3d2c,1338193662,43.323373,-116.71103400000001,0
305838,2019-05-28 08:28:29,4384910379661778,fraud_Friesen-D'Amore,gas_transport,61.45,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,00322c33d25b6da05906a047714efe91,1338193709,46.838336,-95.674824,0
305839,2019-05-28 08:28:46,36153880429415,fraud_O'Hara-Wilderman,food_dining,39.47,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,e727d7e824d3b1e60f888e0188c940f5,1338193726,27.220184999999997,-82.0722,0
305840,2019-05-28 08:29:01,3573030041201292,fraud_Koepp-Witting,grocery_pos,158.67,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,78da1d71df27f83587c13ddd7149f822,1338193741,40.505203,-109.909446,0
305841,2019-05-28 08:29:35,4642894980163,"fraud_Ferry, Lynch and Kautzer",misc_net,7.59,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,c7f45fb13a2bacceace329e402004da2,1338193775,40.119652,-95.253968,0
305842,2019-05-28 08:30:13,4990494243023,"fraud_Streich, Hansen and Veum",gas_transport,61.3,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,f55fb1b06022fa1b30ea6da442b60595,1338193813,39.450887,-77.943087,0
305843,2019-05-28 08:32:13,377895991033232,"fraud_Haley, Jewess and Bechtelar",shopping_pos,8.47,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,2a17a45099bb9424aff4833626fa6dac,1338193933,42.223257000000004,-73.482442,0
305844,2019-05-28 08:33:38,30074693890476,fraud_Koepp-Parker,grocery_pos,205.17,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,4e0bbf7141788307723110aeee05b6b4,1338194018,38.678889,-100.679004,0
305845,2019-05-28 08:36:39,4079773899158,fraud_Friesen-D'Amore,gas_transport,45.49,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,12ac82bc884730b1fd12632ef36b5f40,1338194199,44.820337,-116.351859,0
305846,2019-05-28 08:37:36,3583635130604947,fraud_Heller-Langosh,gas_transport,54.45,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,75fc83f430ebdd16d18bfc0588a020bd,1338194256,40.757309,-75.33685799999999,0
305847,2019-05-28 08:37:41,3551512895305309,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,204.84,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,91a9870d7e99355519586a9f4d62f859,1338194261,37.464115,-87.55318100000001,0
305848,2019-05-28 08:38:52,6564459919350820,fraud_Heathcote LLC,shopping_net,5.36,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,c341723594caf657a3c67d718632f30a,1338194332,42.175909000000004,-90.799296,0
305849,2019-05-28 08:39:30,6011381817520024,fraud_Heller-Langosh,gas_transport,71.45,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,a5dbdeeb2ecfa96dff3e590fd216b4ca,1338194370,40.979813,-103.476484,0
305850,2019-05-28 08:41:34,3540017235499519,fraud_Huel Ltd,misc_net,113.7,Lawrence,Frost,M,82448 Tucker Cliff,Kittery Point,ME,3905,43.0976,-70.7121,1780,Broadcast engineer,1983-01-21,45cc1ffe8b4ceee12263a23c625c78d9,1338194494,42.371316,-69.85726600000001,0
305851,2019-05-28 08:43:32,2576709887791552,"fraud_Heathcote, Yost and Kertzmann",shopping_net,8.39,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,14eec5dd6a9e828d4fd95ee47817b695,1338194612,32.249101,-117.34674,0
305852,2019-05-28 08:45:25,3575789281659026,fraud_Kiehn Inc,grocery_pos,69.51,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,c5abfb60300e349c34186f55a1756b8d,1338194725,38.883526,-94.827935,0
305853,2019-05-28 08:46:18,4509922033272157,fraud_DuBuque LLC,grocery_pos,83.61,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,5bd9b13b2c11c825cea2d5e5e29a1822,1338194778,43.084219,-97.767225,0
305854,2019-05-28 08:46:27,371985236239474,fraud_Gutmann Ltd,grocery_net,44.59,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,cdacf7c67bb69825010af46a273ff3f6,1338194787,42.058677,-75.063746,0
305855,2019-05-28 08:50:29,4302480582202074,fraud_Kuhic Inc,grocery_pos,74.98,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,57a0a4834b61fe6e0036a1c5bde228e9,1338195029,43.601607,-85.314017,0
305856,2019-05-28 08:50:56,4862293128558,fraud_Ankunding LLC,shopping_net,6.1,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,63f945623423534cb421bb207f654a2d,1338195056,41.968084000000005,-77.943947,0
305857,2019-05-28 08:51:14,6538891242532018,fraud_Bins-Rice,gas_transport,54.86,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,bc964df7079dfd10ff44f086100281e5,1338195074,35.438332,-91.674908,0
305858,2019-05-28 08:51:41,30175986190993,fraud_Hermann-Gaylord,misc_pos,9.94,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,473a8bbea6c052810fccfa12e9ad0233,1338195101,48.383674,-95.591053,0
305859,2019-05-28 08:51:55,4099707841315751,fraud_Sporer Inc,gas_transport,55.81,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,e15d72dcf74cd981972b10d8c843484d,1338195115,38.080655,-78.731205,0
305860,2019-05-28 08:52:21,3514865930894695,fraud_Kuphal-Predovic,misc_net,38.11,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,14b653ba2e023320ced87761cfa5d052,1338195141,33.578262,-106.23678600000001,0
305861,2019-05-28 08:54:55,581686439828,"fraud_Schaefer, McGlynn and Bosco",gas_transport,73.41,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,8a715685ea57b7e6a3633a8aaeb386dd,1338195295,41.389477,-80.053077,0
